Id,Label,timeset,modularity_class,Degree
1186,bernardcastro,,729,5
1187,bernardv,,416,4
1188,bernie,,893,5
1189,berniesanders,,849,5
1190,berniesandner,,2191,5
1191,berry,,883,4
1192,berta,,149,8
1193,bertshad,,1711,7
1194,beside,,496,8
1195,besides,,219,2
1196,best,,220,2
1197,bestbergerever,,2128,6
1198,bestphotosever,,221,2
1199,bestseller,,859,6
1200,bestselling,,120,6
1201,bet,,222,2
1202,beth,,184,5
1203,bethandersonesq,,184,5
1204,bethpage,,2185,3
1205,beto,,1931,6
1206,betray,,2051,5
1207,betrayal,,584,8
1208,betrayed,,2120,3
1209,betsydevosed,,2060,6
1210,bettemidler,,392,4
1211,better,,223,2
1212,betterhermann,,487,3
1213,betterwithfriends,,224,2
1214,betting,,28,6
1215,bettylovesdogs,,2072,4
1216,beverly,,1969,8
1217,bevin,,1951,6
1218,beware,,584,4
1219,beyonce,,1967,5
1220,beyond,,225,2
1221,bezos,,236,9
1222,bfc,,1129,4
1223,bfgbobgrant,,149,5
1224,bfree,,16,4
1225,bguzqueda,,505,5
1226,bh,,378,4
1227,bho,,2129,4
1228,bhughes,,2251,3
1229,bi,,71,5
1230,biarritz,,859,10
1231,bias,,144,7
1232,biased,,1969,4
1233,bibi,,16,6
1234,bible,,1967,5
1235,bid,,226,2
1236,bidding,,1711,6
1237,biden,,505,5
1238,bidens,,227,2
1239,bieber,,2207,4
1240,big,,228,2
1241,bigbrett,,229,2
1242,bigger,,230,2
1243,biggest,,231,2
1244,biggies,,883,4
1245,biggovt,,422,5
1246,bigj,,416,4
1247,bigjohn,,1907,8
1248,bigleaguetruth,,232,2
1249,bigop,,233,3
1250,bigot,,58,3
1251,bigotry,,2207,4
1252,bigs,,584,12
1253,bike,,487,6
1254,bikers,,888,3
1255,bilateral,,149,8
1256,bill,,16,7
1257,billcassidy,,234,3
1258,billclinton,,2056,3
1259,billd,,1800,5
1260,billdabeastii,,130,5
1261,billdaley,,1967,4
1262,billdeblasio,,2063,3
1263,billf,,2109,3
1264,billgates,,1967,7
1265,billhemmer,,190,3
1266,billing,,278,4
1267,billion,,883,4
1268,billionaire,,2129,4
1269,billkellyemail,,485,7
1270,billkristol,,2227,4
1271,billmaher,,70,4
1272,billmoyers,,517,7
1273,billoreilly,,103,6
1274,billrancic,,422,4
1275,billsmafia,,1711,5
1276,billy,,1931,5
1277,billygraham,,111,5
1278,billyhallowell,,388,3
1279,billyharry,,2207,7
1280,billywmerritt,,235,2
1281,biloxi,,1129,3
1282,bimbo,,1711,3
1283,bin,,236,9
1284,bind,,58,8
1285,binding,,2064,3
1286,bingeviewer,,388,6
1287,bio,,388,6
1288,biography,,893,7
1289,bipartisan,,237,2
1290,bird,,1907,16
1291,birdie,,2056,6
1292,birmingham,,505,3
1293,birth,,888,5
1294,birthday,,521,8
1295,birther,,1144,3
1296,birthers,,188,5
1297,birthplace,,1967,3
1298,birthright,,849,7
1299,bishop,,119,8
1300,bisignano,,888,4
1301,bit,,238,2
1302,bitch,,278,4
1303,bite,,849,4
1304,biting,,416,5
1305,bitter,,2227,7
1306,bittersweet,,278,5
1307,biz,,2227,5
1308,bizarre,,302,6
1309,bizpacreview,,159,4
1310,bjkizer,,161,4
1311,bk,,167,5
1312,bkleingolfweek,,1862,5
1313,black,,467,3
1314,blackan,,2149,3
1315,blackburn,,729,4
1316,blackdog,,1907,11
1317,blackout,,28,6
1318,blackpoolsinger,,311,4
1319,blackrepublican,,161,7
1320,blade,,1907,10
1321,blagojevich,,416,8
1322,blah,,1931,8
1323,blair,,840,7
1324,blairkamin,,840,6
1325,blake,,2063,5
1326,blakehoagland,,16,4
1327,blakeman,,849,6
1328,blakemharris,,239,3
1329,blame,,240,2
1330,blamed,,1022,4
1331,blaming,,241,2
1332,bland,,188,6
1333,blank,,274,3
1334,blarescape,,2157,5
1335,blasio,,690,9
1336,blast,,859,4
1337,blasted,,1907,5
1338,blasting,,2120,4
1339,blatant,,2235,6
1340,blatantly,,16,5
1341,blayne,,106,5
1342,blaze,,242,3
1343,bldg,,248,3
1344,bldgs,,103,7
1345,bleeding,,2064,8
1346,bless,,2056,4
1347,blessed,,243,2
1348,blessing,,2081,4
1349,blew,,244,2
1350,blewthebigone,,245,2
1351,blind,,2128,4
1352,blinder,,147,7
1353,blip,,2227,6
1354,bliss,,893,7
1355,blitzer,,1931,7
1356,blizzard,,119,7
1357,bloated,,1129,3
1358,block,,246,2
1359,blockbuster,,111,5
1360,blocked,,111,4
1361,blocking,,247,2
1362,blog,,521,3
1363,blogger,,28,7
1364,blonde,,388,5
1365,blood,,840,3
1366,bloomberg,,2060,5
1367,bloombergnews,,690,7
1368,bloombergtv,,248,3
1369,blow,,249,2
1370,blower,,2109,5
1371,blowhard,,302,6
1372,blowing,,250,2
1373,blown,,1969,7
1374,blowout,,75,4
1375,blt,,2063,6
1376,bltprimemiami,,120,5
1377,bludgeoning,,16,3
1378,blue,,1129,4
1379,blueangels,,251,3
1380,bluecollar,,584,3
1381,bluejoni,,1907,7
1382,bluemonster,,2056,6
1383,blueprint,,1951,7
1384,bluestarwindow,,1800,5
1385,bluewaterdays,,1800,4
1386,blueyesbeauty,,496,3
1387,bluff,,584,4
1388,bluffing,,584,5
1389,blumenthal,,111,13
1390,blunt,,2155,4
1391,bmp,,71,6
1392,bmw,,2128,6
1393,bnicehouse,,28,5
1394,bo,,1800,5
1395,boarcane,,149,5
1396,board,,1967,3
1397,boarder,,181,4
1398,boarding,,278,9
1399,boardroom,,1958,3
1400,boast,,1800,6
1401,boasting,,2063,7
1402,boat,,252,2
1403,boater,,253,2
1404,boaterzletterz,,167,5
1405,bob,,302,9
1406,bobbeckel,,517,6
1407,bobbing,,119,4
1408,bobby,,111,5
1409,bobbyblanton,,2072,4
1410,bobbybnews,,2051,4
1411,bobbyjindal,,28,5
1412,bobbymayojr,,254,2
1413,bobbyr,,255,3
1414,bobbysoo,,840,3
1415,bobkurlander,,256,3
1416,bobmcdonnell,,517,5
1417,bobmenziesgolf,,505,5
1418,bobontcn,,16,5
1419,bobschieffer,,106,4
1420,bobsmit,,257,2
1421,bobturnerth,,416,6
1422,bobvanderplaats,,729,4
1423,body,,1855,4
1424,bodyguard,,467,6
1425,boehner,,258,2
1426,boeing,,111,3
1427,bogged,,2072,6
1428,bogus,,1956,6
1429,bold,,259,2
1430,boldly,,28,6
1431,bolling,,16,6
1432,bollini,,278,8
1433,bolsonaro,,690,7
1434,bolt,,167,5
1435,bolton,,159,5
1436,bomb,,2227,3
1437,bombardment,,496,7
1438,bombed,,260,2
1439,bomber,,392,4
1440,bombing,,261,2
1441,bombshell,,262,2
1442,bonanza,,1958,4
1443,bonaparte,,70,4
1444,bond,,1862,3
1445,bone,,161,6
1446,bonehead,,3,6
1447,bonfiredesigns,,3,4
1448,bongino,,119,5
1449,bonjovi,,1711,6
1450,bonkers,,75,8
1451,bonn,,278,6
1452,bonnie,,1907,4
1453,bonus,,485,5
1454,boo,,111,11
1455,booed,,58,4
1456,boogbannon,,278,3
1457,booing,,120,3
1458,book,,859,8
1459,booked,,417,3
1460,booker,,392,4
1461,booking,,2056,7
1462,booklet,,1800,5
1463,boom,,1951,3
1464,booming,,263,2
1465,boondoggle,,75,6
1466,boone,,1907,4
1467,boonepickens,,1907,5
1468,boost,,236,4
1469,boosting,,3,4
1470,boot,,1958,5
1471,booth,,150,3
1472,bordenrhodes,,600,4
1473,border,,2056,12
1474,borderwall,,103,4
1475,bore,,264,2
1476,bored,,1958,5
1477,boring,,265,2
1478,boris,,1967,6
1479,borisjohnson,,859,10
1480,borland,,2235,4
1481,born,,266,2
1482,borntobegop,,1711,6
1483,borrow,,3,4
1484,borrowed,,111,4
1485,borrowing,,189,4
1486,bos,,267,2
1487,boss,,268,2
1488,bossie,,416,5
1489,boston,,167,4
1490,bostonglobe,,189,5
1491,bostonherald,,378,4
1492,bother,,485,7
1493,bothered,,111,5
1494,bottle,,1888,5
1495,bottom,,269,2
1496,boudin,,1969,6
1497,bought,,270,2
1498,bounce,,2155,3
1499,bound,,311,12
1500,boundless,,1129,6
1501,bout,,2227,3
1502,bow,,1888,6
1503,bowe,,2129,7
1504,bowed,,2227,6
1505,bowing,,271,3
1506,bowl,,1800,4
1507,box,,1888,3
1508,boxer,,388,6
1509,boxing,,106,7
1510,boy,,272,2
1511,boycott,,2129,3
1512,boycotting,,1969,3
1513,boycottmacys,,302,4
1514,boyfriend,,106,5
1515,bozo,,273,3
1516,bp,,416,5
1517,bpolitics,,70,5
1518,bracing,,181,5
1519,bracket,,111,3
1520,brad,,849,4
1521,bradangsa,,16,6
1522,bradley,,111,3
1523,bradpaisley,,274,3
1524,bradsaidwhat,,16,3
1525,bradsteinle,,28,3
1526,brady,,302,6
1527,bragg,,71,7
1528,bragging,,2178,4
1529,brain,,275,2
1530,brainer,,517,4
1531,brainpower,,492,5
1532,brainykid,,276,3
1533,braley,,71,5
1534,branch,,1855,4
1535,brand,,71,9
1536,brande,,277,2
1537,brandeenscott,,729,5
1538,brandenroderick,,2063,5
1539,brandi,,278,5
1540,brandiglanville,,278,13
1541,branding,,2129,4
1542,brandoh,,279,2
1543,brandon,,2227,5
1544,brasicingbras,,2191,5
1545,brass,,280,2
1546,brat,,600,6
1547,braun,,2157,5
1548,braunindiana,,485,5
1549,brava,,2128,11
1550,brave,,281,2
1551,bravely,,496,3
1552,bravery,,282,2
1553,bravest,,103,5
1554,bravo,,840,8
1555,bravoandy,,167,5
1556,bravolebrity,,1958,7
1557,bravotv,,2251,6
1558,brazen,,75,5
1559,brazielcarol,,2017,4
1560,brazil,,690,8
1561,brazile,,1931,7
1562,brazilian,,2178,11
1563,breach,,181,6
1564,breached,,28,5
1565,bread,,2063,4
1566,break,,283,2
1567,breakdown,,2109,4
1568,breaker,,2072,6
1569,breakfast,,2128,4
1570,breaking,,284,2
1571,breakthrough,,167,4
1572,breakup,,58,8
1573,breast,,2109,7
1574,breath,,485,7
1575,breathe,,849,4
1576,breathing,,111,3
1577,breathtaking,,2227,4
1578,breed,,2129,7
1579,brees,,58,9
1580,breitbart,,2227,4
1581,breitbartnews,,422,10
1582,breitbartvideo,,285,3
1583,brenda,,2207,11
1584,brendakenesonwe,,2056,4
1585,brendan,,2120,5
1586,brennan,,600,5
1587,brent,,2017,3
1588,brentbozell,,1960,3
1589,brentcfritz,,485,3
1590,brentludington,,286,2
1591,bret,,2155,4
1592,bretbaier,,1022,4
1593,bretmichaels,,287,2
1594,brett,,888,6
1595,brevity,,2128,5
1596,brewer,,188,6
1597,brewing,,120,5
1598,brexit,,794,4
1599,brian,,729,6
1600,brianfinn,,2128,3
1601,brianjames,,1129,5
1602,briankempga,,729,4
1603,briannedmr,,729,6
1604,briarcliff,,2129,11
1605,briarcliffmanor,,2129,11
1606,bribe,,1969,5
1607,bribery,,28,12
1608,brick,,1958,4
1609,bridge,,2129,6
1610,bridgetmarie,,416,7
1611,brief,,1956,5
1612,briefed,,111,10
1613,briefing,,75,3
1614,briellezolciak,,451,3
1615,brien,,288,2
1616,bright,,289,2
1617,brighter,,149,3
1618,brightest,,290,2
1619,brigitte,,859,9
1620,briliant,,2227,4
1621,brilliance,,291,3
1622,brilliant,,485,3
1623,brilliantly,,2207,6
1624,bring,,729,4
1625,bringbackourmarine,,2129,10
1626,bringing,,167,4
1627,brings,,292,2
1628,brit,,28,4
1629,britain,,794,5
1630,britanniagolf,,388,4
1631,brithume,,189,5
1632,british,,293,2
1633,brnshpfrcdwrk,,2191,6
1634,bro,,2036,5
1635,broad,,1967,3
1636,broadcast,,690,3
1637,broadcasting,,2017,4
1638,broadcom,,70,5
1639,broaddrick,,521,7
1640,broader,,485,7
1641,broadway,,130,8
1642,broadwell,,2155,7
1643,brock,,111,10
1644,brody,,28,5
1645,brokaw,,188,5
1646,broke,,2185,3
1647,broken,,294,2
1648,brokerage,,1967,4
1649,bronco,,467,6
1650,bronx,,2129,7
1651,bronze,,1022,9
1652,brook,,467,4
1653,brooklyn,,2251,6
1654,brooklynnets,,70,4
1655,brose,,417,7
1656,brother,,2017,4
1657,brotherhood,,1907,6
1658,brought,,295,3
1659,broward,,2207,11
1660,brown,,2207,4
1661,bruce,,2109,13
1662,brucebeckny,,521,5
1663,brunch,,2251,3
1664,bruno,,496,7
1665,brunson,,416,7
1666,brussels,,296,2
1667,brutal,,2056,7
1668,brutally,,584,5
1669,brwneyesnbama,,159,3
1670,bryabntshirley,,467,3
1671,bryan,,2227,4
1672,bryant,,103,8
1673,bryce,,1907,4
1674,brzezinski,,505,5
1675,btw,,167,5
1676,bubba,,302,5
1677,bubbawatson,,16,7
1678,bubble,,161,4
1679,buchanan,,729,5
1680,buck,,1888,4
1681,bucket,,2207,8
1682,buckeye,,859,3
1683,buckle,,1888,6
1684,buckleybro,,893,6
1685,bud,,1969,5
1686,budd,,2063,3
1687,buddy,,2036,4
1688,budget,,297,2
1689,buff,,302,6
1690,buffalo,,1711,6
1691,buffalobills,,1711,8
1692,buffet,,584,10
1693,buffett,,584,11
1694,buffoon,,1129,6
1695,buffyg,,883,5
1696,bug,,496,7
1697,bugsben,,298,2
1698,bugsyfire,,1711,4
1699,build,,299,2
1700,builder,,690,9
1701,building,,159,5
1702,buildthewall,,2128,4
1703,buildup,,584,5
1704,built,,300,2
1705,bukele,,106,6
1706,bull,,840,5
1707,bullet,,111,6
1708,bullied,,505,8
1709,bullshit,,70,3
1710,bully,,517,3
1711,bullying,,505,7
1712,bumbling,,1800,8
1713,bump,,189,5
1714,bumper,,2128,7
1715,bumping,,236,12
1716,bunch,,301,3
1717,bundle,,119,4
1718,bundlers,,75,7
1719,bungled,,95,6
1720,bungling,,302,8
1721,bunker,,2128,8
1722,bunkeredonline,,2056,3
1723,bunny,,1800,6
1724,bunyolan,,167,8
1725,burden,,729,7
1726,bureau,,188,3
1727,bureaucracy,,584,10
1728,bureaucrat,,188,6
1729,bureaucratic,,849,3
1730,burger,,167,3
1731,burial,,144,9
1732,burke,,1862,7
1733,burlington,,303,3
1734,burn,,304,2
1735,burned,,1969,3
1736,burnett,,120,3
1737,burning,,517,4
1738,burr,,181,7
1739,bury,,888,3
1740,burying,,305,2
1741,bus,,2051,5
1742,busey,,893,6
1743,buseyisms,,2227,3
1744,bush,,1800,5
1745,bushy,,190,7
1746,business,,306,2
1747,businessinsider,,416,6
1748,businessman,,307,2
1749,businessmen,,417,3
1750,businesspeople,,690,4
1751,businesswoman,,184,6
1752,bust,,308,3
1753,busted,,58,7
1754,buster,,1129,6
1755,busting,,302,6
1756,busy,,309,2
1757,butler,,1862,7
1758,butt,,416,8
1759,buttigieg,,893,3
1760,button,,2072,3
1761,buy,,310,2
1762,buyer,,149,6
1763,buying,,417,3
1764,buzz,,487,5
1765,buzzfeed,,28,7
1766,buzzfeedpsa,,467,4
1767,bw,,1967,6
1768,bwilliams,,392,3
1769,bye,,849,7
1770,byrne,,28,3
1771,byron,,2128,4
1772,byronyork,,840,3
1773,ca,,236,8
1774,cabana,,311,10
1775,cabinet,,312,2
1776,cable,,75,5
1777,cac,,584,5
1778,caddy,,2056,4
1779,cadet,,2178,6
1780,cadigirl,,313,3
1781,cadillac,,1855,5
1782,cadillacchamp,,2056,6
1783,caesar,,584,6
1784,cage,,2056,9
1785,cahill,,2109,5
1786,cahillforag,,2109,6
1787,cahlrstorrie,,2227,7
1788,cain,,1969,5
1789,cajunnavy,,2178,4
1790,cake,,2063,4
1791,cal,,189,5
1792,calamity,,3,5
1793,calconroy,,314,2
1794,calculate,,311,6
1795,calculated,,192,3
1796,caldwell,,75,9
1797,caleb,,487,5
1798,calebrapoport,,315,2
1799,caledoniangolf,,888,5
1800,calendar,,2063,6
1801,calexico,,278,4
1802,calfofgod,,584,4
1803,cali,,316,4
1804,caliber,,2128,10
1805,californguy,,2251,5
1806,california,,883,7
1807,caliphate,,2072,6
1808,call,,75,4
1809,called,,317,2
1810,caller,,1022,3
1811,calling,,318,2
1812,callmemaybe,,167,7
1813,calm,,319,2
1814,cam,,149,3
1815,camarodays,,487,4
1816,came,,106,3
1817,cameo,,1711,6
1818,camera,,320,2
1819,cameron,,738,3
1820,camp,,416,5
1821,campaign,,321,3
1822,campaigned,,1967,3
1823,campaigner,,2109,7
1824,campaigning,,322,2
1825,campanella,,302,5
1826,campos,,451,6
1827,campus,,888,4
1828,canada,,417,4
1829,canadian,,111,4
1830,canard,,2227,5
1831,cancel,,584,3
1832,canceled,,2227,3
1833,canceling,,58,9
1834,cancellation,,2178,9
1835,cancelled,,323,2
1836,cancelling,,584,6
1837,cancer,,729,8
1838,candace,,487,6
1839,candidacy,,324,2
1840,candidate,,325,2
1841,candor,,2235,6
1842,candy,,326,2
1843,candynecklace,,327,2
1844,canizalvania,,328,2
1845,canned,,16,7
1846,cannon,,2056,3
1847,cannot,,329,2
1848,canoetravel,,1907,7
1849,cant,,278,4
1850,cantget,,330,2
1851,canton,,106,5
1852,cantor,,2072,4
1853,cap,,119,6
1854,capability,,188,3
1855,capable,,521,4
1856,capacity,,485,3
1857,cape,,1129,5
1858,capetown,,1907,7
1859,capital,,331,2
1860,capitalism,,2051,7
1861,capitalist,,1129,5
1862,capitalize,,311,7
1863,capitalized,,311,7
1864,capitoforwv,,1931,4
1865,capitol,,332,2
1866,capitulated,,188,5
1867,capone,,278,9
1868,captain,,111,9
1869,capture,,28,5
1870,captured,,333,2
1871,capturing,,71,6
1872,car,,2191,3
1873,caravan,,106,4
1874,carbon,,1907,6
1875,card,,334,2
1876,cardinal,,2081,7
1877,cardinaldolan,,517,7
1878,care,,335,2
1879,cared,,487,4
1880,career,,336,2
1881,careful,,337,2
1882,carefully,,106,6
1883,caregiver,,1711,5
1884,careless,,1907,6
1885,careytim,,338,2
1886,cargo,,111,8
1887,carguy,,2157,3
1888,caribbean,,106,9
1889,caring,,2120,4
1890,carl,,584,3
1891,carlideibel,,278,3
1892,carlos,,3,8
1893,carlosbeltran,,2081,4
1894,carlotalorenabr,,339,2
1895,carlson,,584,4
1896,carlton,,392,6
1897,carly,,2231,6
1898,carlyfiorina,,849,5
1899,carmel,,2157,4
1900,carnage,,2227,8
1901,carnegie,,1888,6
1902,carney,,236,4
1903,carol,,2235,4
1904,carolde,,392,6
1905,carolecjf,,517,4
1906,carolina,,119,12
1907,carolinalive,,416,7
1908,caroline,,147,5
1909,carolla,,1800,7
1910,carolmillerwv,,2235,8
1911,carpet,,2081,7
1912,carr,,487,4
1913,carrgaz,,451,5
1914,carrie,,2178,6
1915,carried,,840,4
1916,carriejoever,,2056,3
1917,carrienguns,,487,5
1918,carrier,,893,5
1919,carrillo,,496,7
1920,carrion,,70,5
1921,carrollgroupchi,,2063,6
1922,carry,,2207,4
1923,carrying,,3,4
1924,carson,,16,5
1925,carsonmotz,,340,3
1926,carswell,,2157,4
1927,cart,,2081,8
1928,cartel,,485,8
1929,carter,,496,8
1930,cartoon,,95,3
1931,casa,,181,9
1932,case,,302,4
1933,casey,,1862,8
1934,cash,,341,2
1935,casino,,1855,3
1936,cassidy,,1931,3
1937,cast,,342,2
1938,casting,,167,5
1939,castle,,893,4
1940,castro,,2227,9
1941,casualty,,859,4
1942,casuperrunner,,2227,4
1943,cat,,2051,3
1944,catalyst,,840,5
1945,catastrophe,,2227,5
1946,catastrophic,,487,4
1947,catch,,149,3
1948,catcher,,2227,5
1949,catching,,2120,8
1950,category,,150,4
1951,catham,,70,6
1952,cathco,,343,2
1953,cathedral,,517,10
1954,cathemazanowicz,,2207,3
1955,catherine,,2109,10
1956,catholic,,517,6
1957,cathy,,1862,5
1958,caucus,,2227,3
1959,caucusfortrump,,2227,4
1960,caudillash,,2231,6
1961,caught,,344,2
1962,cause,,345,2
1963,caused,,346,2
1964,causing,,347,2
1965,cautious,,161,6
1966,cave,,167,6
1967,caved,,487,5
1968,cavuto,,1931,7
1969,cbauer,,451,6
1970,cbnnews,,28,5
1971,cbo,,1129,3
1972,cbp,,467,5
1973,cbs,,348,2
1974,cbsmiami,,2056,6
1975,cbsnews,,840,4
1976,cbssports,,130,6
1977,cc,,184,6
1978,ccade,,512,3
1979,cclkm,,496,3
1980,ccot,,1711,5
1981,ccrealty,,190,8
1982,cdaeda,,1907,4
1983,cdc,,349,2
1984,cdcgov,,1931,9
1985,cdcwhistleblower,,2120,5
1986,cdgrafics,,58,4
1987,cdt,,729,7
1988,cease,,729,4
1989,ceasefire,,2072,9
1990,cecily,,2060,6
1991,cedar,,1855,3
1992,ceiebhomes,,1855,5
1993,ceiling,,58,5
1994,celeb,,278,11
1995,celebapprentice,,2227,7
1996,celebrate,,181,3
1997,celebrated,,181,5
1998,celebrates,,2227,5
1999,celebrating,,1711,5
2000,celebration,,1711,3
2001,celebrity,,388,8
2002,celebrityapprentice,,130,10
2003,celebs,,181,3
2004,cell,,189,5
2005,cellphone,,189,5
2006,celtic,,2207,4
2007,cemetery,,144,13
2008,censor,,1951,7
2009,censorship,,1888,4
2010,censure,,75,8
2011,census,,849,4
2012,cent,,350,2
2013,center,,2235,4
2014,central,,2056,9
2015,centre,,111,3
2016,century,,351,2
2017,ceo,,120,6
2018,ceovince,,2128,3
2019,ceremony,,893,3
2020,certain,,352,2
2021,certainly,,353,2
2022,certainty,,302,11
2023,certificate,,888,7
2024,certified,,354,2
2025,cfj,,883,4
2026,cfpb,,188,5
2027,cft,,496,4
2028,cgjeezy,,302,5
2029,cgrubb,,355,2
2030,chad,,356,2
2031,chadj,,2120,4
2032,chadsheridan,,2155,4
2033,chaffetz,,1888,4
2034,chain,,58,10
2035,chair,,1876,3
2036,chairman,,119,6
2037,chairwoman,,70,6
2038,challenge,,2207,3
2039,challenged,,2109,3
2040,challenging,,1951,7
2041,chamber,,95,6
2042,champ,,388,7
2043,champforrest,,1711,6
2044,champion,,2157,5
2045,championship,,1855,4
2046,chance,,357,2
2047,chancellor,,859,7
2048,change,,119,3
2049,changed,,358,2
2050,changer,,584,5
2051,changing,,359,2
2052,channel,,784,3
2053,channelguide,,608,3
2054,channyeats,,360,2
2055,chant,,71,3
2056,chanting,,361,4
2057,chaos,,2227,3
2058,chaotic,,302,6
2059,chapo,,119,8
2060,chapter,,161,6
2061,character,,362,2
2062,charade,,849,4
2063,charge,,363,2
2064,charged,,364,2
2065,charging,,392,5
2066,charisma,,365,2
2067,charitable,,98,4
2068,charity,,366,2
2069,charlatan,,106,4
2070,charles,,147,6
2071,charlesfowler,,485,6
2072,charleshurt,,2207,5
2073,charlesliva,,485,4
2074,charleston,,2178,3
2075,charleyufarley,,584,9
2076,charlie,,888,6
2077,charliekirk,,888,5
2078,charliemaikis,,2056,4
2079,charlierose,,278,3
2080,charlierymergc,,888,5
2081,charlotte,,2157,6
2082,charlottesville,,1711,3
2083,charm,,103,4
2084,chart,,367,2
2085,charter,,120,4
2086,chase,,167,4
2087,chasing,,58,4
2088,chat,,2235,5
2089,chateauemissary,,1958,9
2090,chattanooga,,729,5
2091,chavez,,2227,4
2092,chaz,,103,3
2093,cheap,,188,5
2094,cheaper,,2056,4
2095,cheapest,,2051,5
2096,cheat,,2227,5
2097,cheated,,2036,4
2098,cheater,,859,3
2099,cheatin,,75,6
2100,cheating,,119,3
2101,check,,368,2
2102,checked,,2185,4
2103,checker,,23,3
2104,checking,,369,3
2105,cheer,,370,2
2106,cheering,,1800,3
2107,chef,,2063,10
2108,chefjoseandres,,2063,5
2109,cheflents,,2063,8
2110,chelsea,,467,4
2111,chelseahandler,,106,4
2112,chemical,,95,7
2113,chemistry,,1800,6
2114,chen,,188,6
2115,cheney,,111,4
2116,cher,,2081,6
2117,cherelynn,,278,5
2118,cheri,,2081,5
2119,cherijacobus,,496,6
2120,cherish,,371,2
2121,cherished,,2109,9
2122,cherokee,,1956,16
2123,cherry,,119,5
2124,cheryl,,111,4
2125,chess,,119,4
2126,chester,,372,3
2127,chesterfieldgop,,840,6
2128,chevy,,1129,5
2129,chi,,1711,7
2130,chic,,2063,7
2131,chicago,,159,6
2132,chicagotribune,,840,4
2133,chick,,373,4
2134,chicken,,161,3
2135,chief,,521,4
2136,child,,1969,3
2137,childcare,,1907,5
2138,childhood,,181,4
2139,childish,,147,5
2140,chill,,2064,3
2141,chimp,,1907,6
2142,chin,,1711,4
2143,china,,2155,6
2144,chinese,,2231,5
2145,chingaling,,3,4
2146,chinnis,,374,2
2147,chip,,849,3
2148,chirofrenzy,,840,6
2149,chloe,,692,3
2150,chocolate,,98,6
2151,choice,,375,2
2152,choirboy,,1022,5
2153,choke,,1129,4
2154,choked,,28,3
2155,choker,,883,7
2156,choking,,1711,6
2157,choose,,376,2
2158,chooses,,690,5
2159,choosing,,2227,6
2160,chop,,487,5
2161,chopping,,278,5
2162,chorus,,505,9
2163,chose,,95,8
2164,chosen,,377,2
2165,chowes,,883,4
2166,chris,,849,13
2167,chriscassidy,,378,4
2168,chrischristie,,1129,4
2169,chriscjackson,,379,2
2170,chriscuomo,,422,7
2171,chrisinspfld,,1145,4
2172,chrislhayes,,849,5
2173,chrispilz,,98,3
2174,chrisr,,382,3
2175,chrisruddynmx,,1022,5
2176,chrissstinac,,584,4
2177,chrisstackstacy,,380,2
2178,christ,,161,4
2179,christi,,302,6
2180,christian,,416,7
2181,christianity,,2231,3
2182,christianpost,,416,7
2183,christie,,381,3
2184,christine,,382,4
2185,christineinsatx,,382,3
2186,christinestergi,,1958,6
2187,christmas,,1958,3
2188,christopher,,2109,14
2189,christophercud,,383,2
2190,christyforca,,236,12
2191,chriswallace,,417,3
2192,chriswerner,,384,2
2193,chronicle,,103,10
2194,chrysler,,485,9
2195,chuck,,505,7
2196,chuckgrassley,,2178,12
2197,chuckiscool,,16,4
2198,chucklane,,521,6
2199,chucktodd,,840,3
2200,chuffman,,120,6
2201,chump,,385,2
2202,church,,517,3
2203,churchill,,893,6
2204,cia,,888,4
2205,cigarette,,167,4
2206,cillizza,,893,5
2207,cincinnati,,106,4
2208,cincodemayo,,505,3
2209,cindy,,1951,5
2210,cindyblackwel,,2231,6
2211,cindyhydesmith,,1951,3
2212,cio,,111,6
